distractor
"['foriegn childen Rasskazov_died 7 to ', 'foreigners child age 8 to ', 'overseas parents olds 4 to ']"
"['she obviously realizes what he is dreaming', 'she really understands what he is think', 'she certainly loves what he is thought']"
"['can Help to broke the Silence', 'can helps to breaking the deafening_silence', 'can tohelp to broken the silent']"
"['emer_gency Exercise in england', 'emergencies exercises in nyc', 'emegency exercising in manchester']"
"['magnetic_levitation_train', 'Maglev', 'magnetic_levitation']"
"['so niece betting will not do she was there', 'so mother bets might not think she was there', 'so maternal_grandmother wagered should not understand she was there']"
"['to Help establish terrific communcation between shool and homes', 'to helps developing bad Mahir_Yassin_director between schools and Superfast_WiFi', 'to tohelp developed decent interpersonal_communication between elementary_schools and Home']"
"['i Writes some PREMIUM_subscribers in premier british magazine', 'i written numerous article in preeminent americans publications', 'i penned countless columns in pre_eminent indian glossy_magazines']"
"['Although we adobe_photoshop microsoft curing boosts we can Manage to deter it', 'though we #_xfffd os miracle_cure hinders we can proactively_manage to prevented it', 'Though we os cs4_serial cured promotes we can tomanage to avoid it']"
"['the pressue Students faces with is partially the justification triggering the teacher cheated', 'the presure undergraduates face with is Partly the why cause the Student Cheating', 'the pressures teachers Facing with is chiefly the excuse casued the stu_dent cheaters']"
"['are nicely uneducated', 'are poorly literate', 'are excellently educated_populace']"
"['buddies are crazy pinot_noir the PLUS_LIFELONG_FITNESS the smarter', 'friend are weird chardonnay the Older the quicker', 'pals are kind sparkling_wine the Younger the worse']"
"['wikipedia unveils FREE nae fi_dem sevice', 'google_yahoo launching Six_Flags_website_http://www.sixflags.com ti ne ser_vice', 'www.google.com launched nominal_fee ts ent servce']"
"['to establish uk  eco_tourism', 'to developing nz  tourist', 'to developed usa  inbound_tourism']"
"['liam obamas encourage british Students to survey in porcelain', 'emily hillary invites americans undergraduates to Study in crockery', 'michele george_bush promotes indian teachers to longitudinal_study in crystal_stemware']"
"['it was a Birthday presents for chi_chi', 'it was a birthdays presenting for toney', 'it was a wedding_anniversary Present for swanky']"
"['the Homework club.The', 'the homework_assignments league', 'the homework_assignment theclub']"
"['my 0ld grandpa', 'my boy grandmother', 'my daughter granny']"
"['because he pledging his daughter that he will be with him everything occurred', 'because he vowed his nephew that he might be with him wherever happed', 'because he demanded his grandson that he should be with him whoever happening']"
"['environmentally_sound unfriendly elementary_schools', 'Environmentally Friendly school', 'environmentally_responsible friendlier colleges']"
"['newest meek_inheriting sizes planetary uncovered', 'thenew planet Size earth find', 'newly earths 4_chars galaxy finding']"
"['his worked at the supermarkets was drab', 'his works at the grocery was dreary', 'his Work at the grocer was duller']"
"['german Historical villages is opens for midway_through a months', 'french historic hamlet is closed for quarters a week', 'belgian owner_Erhan_Oge Village is opening for midway_throught a decade']"
"[' Hey a teenager Daring to changed', ' yeah a boy bold to changing', ' oh_yeah a teenage_girl daringly to alter']"
"['the minimal electricity', 'the limiting enery', 'the diminished enegy']"
"['he will invited Gardeners to participate his graduating_seniors Ceremony', 'he will inviting gardener to attended his Graduation cermony', 'he will cordially_invite gardening to attends his graduates investiture_ceremony']"
"['enjoys a fast successful', 'enjoy a speedy sucess', 'thoroughly_enjoyed a easy Success']"
"['he figured they were too 0ld to played basketbal', 'he think they were too boy to plays volleyball', 'he felt they were too daughter to game basektball']"
"['encouraging to Write and ALARM_bells off', 'promise to read and Ringing off', 'promised to written and WEDDING_bells off']"
"['that was not a terrific BrokeAss_Blog_Need', 'that was not a bad Job', 'that was not a decent work']"
"['teenage_girls', 'teen_agers', 'youths']"
"['she was Treated very horribly', 'she was treating very severely', 'she was Treating very Badly']"
"['it lets establish baking skils and families mutually_beneficial_relationship', 'it allows developing Cooking abilities and familiy friendship', 'it helped developed cookery interpersonal_skills and siblings ties']"
"['Christmas should be celebrates with families contentedly', 'Xmas should be celebrate with familiy joyfully', 'x_mas should be commemorated with siblings merrily']"
"['if porcelain wants to keeps the same Economic Growth it ought increased Puh_lease_gimme for Overseas', 'if crockery intend to keeping the same ecnomic grwoth it can increases foodstuffs for foreign', 'if crystal_stemware plans to stay the same eco_nomic exponential_growth it will reduction merchandise for oversea']"
"['individuals can do type Bright_Eyes_Cursive dueto to peer_P2P_networking pressue', 'poeple can do really Still_Geberth Due to peer_p2p presure', 'folks can do itchy_Sakleh despicable_acts attributed to peer_filesharing pressures']"
"['tourists depart Lots of emails about her PREMIUM_subscribers in her bloggers', 'visitor stay plenty of e_mails about her article in her weblogs', 'Visitors Leaving some of text_messages about her columns in her Blogs']"
"['the  and the blackface', 'the  and the Blackface', 'the  and the snaggle_toothed']"
"['is injurious to live tumor_cells', 'is detrimental to residing Cells', 'is Ozone_disinfection_produces to lives immune_cells']"
"['finger in the histories report.The tommorrow moring', 'Hand in the lore Report tommorow evening', 'fingers in the storied findings tomorow midday']"
"['the images shows evidently how the igloo walk', 'the photographs shown obviously how the gingerbread_house strolled', 'the photograph Showing certainly how the inflatable_Frosty walking']"
"['that Luxoft_builds Memories bring from medium_sized something', 'that enduring fond_memories go from tiny stuff', 'that lasts cherished_memories came from Small Things']"
"['there is  o j j at in them', 'there is  o h h at in them', 'there is  o @_cking @_cking at in them']"
"['a teenager of few Words', 'a boy of few phrase', 'a teenage_girl of few word']"
"['they have calling on fan to do something to minimize theglobal warms', 'they have termed on Fans to do stuff to lessen worldwide warmed', 'they have Called on fanbase to do Things to eliminate gobal greenhouse_warming']"
"['a Sekula_Gibbs_tenure reintroduction to a cartoon_character filmmaker', 'a briefest introduced to a comic_strip films', 'a breif advent to a Cartoon filmmakers']"
"[' has becomes three of the most immensely_popular towns because of the fest', ' has became two of the most wildly_popular metropolitan_areas because of the festivals', ' has Becoming five of the most Popular Cities because of the Fest']"
"['Changes in Choosing infant Names', 'alterations in choose babies surnames', 'adjustments in chose newborn_baby identities']"
"['our teacher have teaching spanish with ty in the foriegn region', 'our educators have teaches English with nes in the foreigners continent', 'our principals have tutored grammer with ser in the overseas thecountry']"
"['they will saves moneys in the longer drive', 'they will saving funds in the Long running', 'they will saver dollars in the MSIM_strives ran']"
"['because Katrice_Rachal_Thanks survey worked tourist_visa will bring to an beginning', 'because www.pressbanner.com Study works passport will go to an ends', 'because balmy_breezy_afternoon longitudinal_study Work Visas will came to an ended']"
"['a innovator in Modern dancers', 'a pioneering in contemporary dances', 'a pioneered in Murderers_Row_overwhelmed Dance']"
"['the taxi_cab gone through a purple illumination again', 'the cab ran through a blue yellowish_glow again', 'the taxicab drove through a orange Scaffold_Towers_DIY again']"
"['to achieved a district of depths relax is potential through Various necessitates', 'to achieving a thestate of deepest Relaxation is practicable through variety implies', 'to acheive a State of shallow Relaxing is feasible through myriad entails']"
"['he break the rule Making by the firm', 'he broken the guidelines make by the comany', 'he tore the laws makes by the companies']"
"['the statutes should played a rolein in Fighting against pit_bull Waste', 'the statute could plays a Role in battling against puppy waste_disposal', 'the Law can game a responsibilities in battle against pooch hazardous_waste']"
"['boyhood_dream of Flying', 'lifelong_dream of flew', 'dreamed of flies']"
"['tries to keeps sectarian_violence and murdering so apart from civilized_society', 'tried to keeping bloodshed and slaying farther off from societal', 'want to stay vio_lence and slayings well down from soceity']"
"['the ape is more crafty than the donkey and the pit_bull', 'the gorilla is more cleverly than the COVERED_WAGON_TOURS_Guided and the puppy', 'the snake is more inventive than the wild_mustang and the pooch']"
"['because IT_Blogwatch_Richi_Jennings are feature by the downsides of uncomplicated withstanding_rural_electrification', 'because Watches are prominently_featured by the advantages of Simple functioning', 'because watching are showcased by the detriments of simplest funtion']"
"['what type of lyrics the motorists should choice to visit_www.timewarner.com_investors to during driver', 'what really of song the driver should select to listened to during speeding', 'what itchy_Sakleh of Songs the none_survived_Hashaka should decide to hear to during drving']"
"['played the clarinet and sings', 'plays the cello and sang', 'game the saxophone and sung']"
"['figured they should have been examining Rather of Staying there', 'think they should have been researching Instead of stayed there', 'felt they should have been reviewing merely of stays there']"
"['provides childen with some cheated skils', 'Providing child with some Cheating abilities', 'delivering parents with some cheaters interpersonal_skills']"
"['needs to used your stilettos to HP_TouchSmart_###t_redefines the Ground', 'want to utilize your stiletto_boots to Wesley_Matthews_regaining the Twin_Towers_collapsing', 'must to uses your slingbacks to Sculptor_Susan_Bahary the ruined_Ueda']"
"['it is commonly accepts that the CO_² Captured should be securely_stored in depths geophysical buildings', 'it is universally accepting that the CO2 capturing should be Stored in deepest geology edifices', 'it is popularly Accepting that the emmisions recaptured should be raided_Kufa_mosque in shallow geologists constructions']"
"['how the artistic_expression keeps up with the obssession come into being', 'how the expressions keeping up with the mushy_gushy brought into being', 'how the affection_Tommelleo stay up with the fickle_tastes drew into being']"
"['the devlopment of eyelid control laptop_computer technological_innovations begain a very longer days earlier', 'the devel_opment of Eye controlling laptop innovations begun a very Long moment later', 'the develpment of ear Controlled Computer technol begin a very MSIM_strives period yearsago']"
"['eaten Less turnover_differential', 'ate than takeways', 'eats fewer Takeaways']"
"['the created of hotdogs', 'the Creation of hamburger', 'the create of cheeseburgers']"
"['fin_ancial meltdown face the country', 'finanical turmoil faces the theworld', 'Financial credit_crunch confronting the continent']"
"['the toddler feels a tad loneliest on the isle', 'the teenager feeling a wee_bit loneliness on the archipelago', 'the teenage_girl thought a litle_bit forlorn on the Caribbean_island']"
"['perfecting what you learned in an simple thing', 'Mastering what you Learn in an easiest how', 'honing what you learning in an Easy things']"
"['childen giving a lotof of unstructured_textual activity can be more inventive', 'child give a plenty of Unstructured activies can be more imaginative', 'parents provided a alot of semistructured actvities can be more creatively']"
"['the waning_gibbous which suggests Round at its bright is calling complete waning_gibbous', 'the lunar_surface which appeared secondround at its brighest is termed afull lunar_surface', 'the Mars which seemed firstround at its brightest_minds is Called FULL Mars']"
"['realizes the truth loves does not Expect repay', 'knows the truer adore does not anticipate repaying', 'says the sounds_trite passion does not foresee loan_repayments']"
"['a woman has the same type of SUV as himself herself', 'a persons has the same really of cars as himself herself', 'a somebody has the same itchy_Sakleh of minivan as himself herself']"
"['the fifth complete waning_gibbous in a seson with seven complete comets', 'the second afull lunar_surface in a sesaon with five afull Galilean_moons', 'the sixth FULL Mars in a seaosn with six FULL icy_moons']"
"['seven millimeters shortened', 'five inch lengthier', 'six ##cm longer']"
"[' was payed by each of the two males', ' was paying by each of the five Men', ' was pays by each of the six mens']"
"['five crucial testings on aircraft', 'four vital testing on airplanes', 'six essential Testing on planes']"
"['the deadliest_twister Ebola_fever in america', 'the deadly Ebola in zimbabwe', 'the deadliest_tornado Ebola_hemorrhagic_fever in kenya']"
"['the carbon_footprints brings to the Beauty of town environ_ment', 'the environmental_friendliness adding to the loveliness of mayor enviroment', 'the carbon_footprint says to the beauties of municipality enviornment']"
"['because they knew to Spend more days in the superintendent_Dave_Uberuaga', 'because they tried to spends more moment in the Park', 'because they did to devote more period in the skate_park']"
"['to stay unworried about other excruciating_pain', 'to remains unperturbed about people chronic_pain', 'to stayed oblivious about them ache']"
"['focussing the Its_Spherix_Consulting Examination on the ecstatic or joy individuals', 'focused the science exam on the pleased or Besnik_Berisha_Pristina poeple', 'focus the peer_reviewed evaluation on the overjoyed or joyousness folks']"
"['a VB_triangular of acne_scarring cared products_andservices', 'a Series of epidermis caring ofproducts', 'a seires of uneven_pigmentation maintenance_Aurum_Mine fabricated_tubular']"
"['loans accompanying_GOLD_proxy usually to cushion accompanying_GOLD_proxy titleholder into indebtedness', 'loan Card tends to trailed Card holds into Debt', 'lending Cards typically to led accompanying_WHITE_proxy bearer into unsecured_debt']"
"['asked for the advices of your children buddies', 'requesting for the Advice of your Parents friend', 'asks for the advise of your siblings pals']"
"['communicated with the private to prevent scathing_criticism', 'interacting with the Public to avoided harsh_criticism', 'Communicating with the thepublic to minimize flak']"
"['teenage won   biology Presidential_Scholarship', 'Teen win   sciences Scholarship', 'teenager winning   scientific Scholarships']"
"['are a generosity and warmth sincere several', 'are a generously and chilly kindhearted two', 'are a crediting_misspellings and warmed warm_hearted three']"
"['Look for a newest thing of Learning', 'looking for a thenew how of learn', 'looked for a newly things of reteaching']"
"['buy products_andservices with unneccessary dual_ovenable', 'selling ofproducts with unneeded Packaging', 'Buying fabricated_tubular with unnecessarily paperboard_packaging']"
"['most of the Words in  withstood the tested of days and consumption', 'most of the phrase in  withstanding the testing of moment and Usage', 'most of the word in  survive the Testing of period and use']"
"['dozens of DTH_platforms', 'tens of Prices_OSPs', 'millions of Channels']"
"['to Finding out why the toad had survive here for  decade', 'to finding out why the reptile had miraculously_survived here for  months', 'to found out why the snake had survives here for  weeks']"
"['the depths clout of her aunt  Pat_Tillman_personified', 'the deepest influences of her grandmother  ideals', 'the shallow sway of her niece  value']"
"['osu and reddish makes aware of jer  positon on their basketbal Teams', 'yale and reddish_brown made glad of leen  positions on their volleyball team', 'cambridge and white Making think of han  posi_tion on their basektball coaches']"
"['the individuals asleep on their attacked_Firebase_Anaconda and those asleep curled_delightful up', 'the poeple sleep on their side and those sleep flicked up', 'the folks sleeping_soundly on their warring_parties and those sleeping_soundly toe_poked up']"
"[""the indian d'_Argent"", 'the britain #x##E#', 'the australian Colombie']"
"['Infectious and parasite diseases_NTDs are no long untimely_death murderer', 'X_ray_Allstetter and parasitical infectious_diseases are no Longer murder murderers', 'applying_Lipid_Sciences and parasitism chronic_diseases are no sooner slaying assassins']"
"['Gàidhlig realizes the highlighter is lucy_R ', 'anns understands the erasers is lucy_activewear ', 'iad loves the ballpoint_ink is lululemon ']"
"['Students regard', 'undergraduates respecting', 'teachers admiration']"
"['he feels embarassed to asks for Forgiveness', 'he feeling sorry to asked for repentance', 'he thought disgusted to tell for atonement']"
"['the writers adobe_photoshop microsoft agrees more with the aunt  thing of educates her chid', 'the columnist #_xfffd os concur more with the grandmother  how of Educating her infant', 'the Kavilanz_CNNMoney.com_staff os cs4_serial disagreed more with the niece  things of sensitizing her toddler']"
"['they were Getting somewhere with their worked for a weeks', 'they were got nothing with their works for a weekend', 'they were gotten Nowhere with their Work for a year']"
"['promote individuals to be light_hearted in news_website_TechnologyReview.com Interaction_enriches_your', 'incentivize poeple to be humourous in nightly chiseled_burnished_refined', 'encouraging folks to be hilarious in everyday Shanda_Interaction_enriches']"
"['a teenager Netminder fiancée  Interaction_enriches_your from alligator  claws', 'a boy shutouts daughter  chiseled_burnished_refined from crocodiles  jaw', 'a teenage_girl Goalie_Noora_Raty mother  Shanda_Interaction_enriches from crocs  razor_sharp_talons']"
"['face Mistakes some individuals loses heartbeat', 'faces errors some poeple lost Heart', 'confronting blunders some folks loosing congestive_heart_failure']"
"[' castle', ' palaces', ' opulent_palace']"
"['cuz_u cohen was immigrated on Christmas morning', 'christ derek was emigrated on Xmas days', 'jesse francis was married on x_mas month']"
"['longer and detailed_description climates Records can offering handy infor_mation for monsoon_rainfall reserach', 'Long and detailing Climate documents can offered valuable infomation for monsoon_rains Research', 'MSIM_strives and futuristic_frocks global_warming rec_ords can provide beneficial informaiton for southwest_monsoon reasearch']"
"['the teenage teenager was microsoft a horrible teenager', 'the By_Soh_Ji boy was os a terrible boy', 'the younger teenage_girl was cs4_serial a Bad teenage_girl']"
"['rodriguez change her trendsetter_Martha_Stewart a lotof', 'perez changing her guido_guidette a plenty', 'hernandez alter her lifestlye a alot']"
"['Various viewpoints on Soy products_andservices for ourselves elementary_schools', 'variety views on soybean ofproducts for them school', 'myriad Opinions on soy_bean fabricated_tubular for we colleges']"
"['overriding_theme parklands in the australia', 'overarching_theme campgrounds in the usa', 'Theme recreation in the malaysia']"
"['is Tall and has gray mane', 'is taller and has darker tresses', 'is tall_skinny and has pools_Niederauer hairdo']"
"[' workers_differently_Corenthal only buy oranges for herself', ' greener only acquires pears for herself', ' QEII_TJ_Marta only bought peaches for herself']"
"['it does not Look for a thing out above', 'it does not looking for a how out above', 'it does not looked for a things out above']"
"['they will microsoft have a spot to stays', 'they might os have a places to stayed', 'they should cs4_serial have a placein to keep']"
"['iranians claimed in ancient_civilization egyptians deity who would Help them through the mafia', ""israelis believe in Ancient ethiopia deities who 'll helps them through the gangland"", 'pakistanis speculated in Bronze_Age saudi_arabia Gods who maybe tohelp them through the gangster']"
"['it has  differing Official language', 'it has  diff_erent offcial langauges', 'it has  dif_ferent officials Languages']"
"['what a volunteer_firefighter does', 'what a fireman does', 'what a firefighters does']"
"['Serious or ratios_Nonaccruing_loans Accelerating_3G', 'severe or Quality papers', 'seriously or SDVOSB_firms Paper']"
"['what making affective camaraderie', 'what make efficient teamwork_sportsmanship', 'what gives ineffective sportsmanship_teamwork']"
"['Less than the route_Mangeot price_tag', 'than than the ususal costing', 'fewer than the customary Costs']"
"['we are white chiefly because of shorter hours in wintertime', 'we are purple mostly because of long months in winters', 'we are maroon principally because of WEGENER_focuses years in spring']"
"['it is the priciest new and safest', 'it is the cheaper Newest and greenest', 'it is the cheap lastest and filthiest']"
"['the sizable thenumber of Tourists', 'the small numberof of vacationers', 'the Large proportion of visitors']"
"['to introduced the greatest Coffee in the country', 'to reintroduce the worst gourmet_coffee in the theworld', 'to unveil the strongest o_joe in the continent']"
"['distributes humidity and micronutrients aound the continents', 'distributed loving_amoeba and essential_nutrients Around the worldwide', 'distribution Carine_Weiss and nutrient_rich aroudn the continent']"
"['too some individuals travelers into the town EVERY morning', 'too numerous poeple Travel into the mayor each days', 'too countless folks trips into the municipality Each month']"
"['treated seriously_ill childen', 'treats ill child', 'Treating Some_antiflu_drugs parents']"
"['how semua was perceived amonst foreigner', 'how nao was considered amoung Foreigners', 'how isu was portrayed amongs Westerners']"
"['in the exhibitors town', 'in the expos mayor', 'in the tradeshow municipality']"
"['fearful that his head_honcho will be indignant', 'worry that his bosses might be enraged', 'apprehensive that his MOTHERWELL_boss should be incensed']"
"['awfully womens are more likley to be tried_unsuccessfully', 'very Women are more expected to be helps', 'quite girls are more may to be enabled']"
"['buy Homework explanations through the Visit_OMNOVA_Solutions', 'selling homework_assignments Answers through the online', 'Buying homework_assignment anwers through the via_www.mobilebaybears.com']"
"['eventually hoa xiang was Setting FREE', 'belatedly xia tzu was sets Six_Flags_website_http://www.sixflags.com', 'again kao xin was Set nominal_fee']"
"['Protecting tremendous Paintings from inherently', 'protect fantastic artworks from Purists_insist', 'preserving wonderful canvases from inter_relatedness']"
"['the fourth verb they may know in that languages', 'the third words they might explain in that Language', 'the fifth Word they can realize in that English']"
"['the writers has three billon renminbi', 'the columnist has two milion Yuan', 'the Kavilanz_CNNMoney.com_staff has five millon CNY']"
"['emulate the Actors brogue', 'imitating the thesps accented', 'mimicking the actor inflections']"
"['he did not crazy the suggestion that Something of his will be Shared', 'he did not weird the notion that nothing of his might be Sharing', 'he did not kind the ideas that what of his should be exchanged']"
"['animal_welfare Doctors', 'Animal doctor', 'dog surgeons']"
"['Playing contests can however causing some troubles', 'played matches can meanwhile caused numerous difficulties', 'plays matchups can already contributing_factor countless woes']"
"['it can be cleaned in a washes machinery', 'it can be Washed in a Washing wringer_washing', 'it can be soaked in a cleaning Automated_teller']"
"[' ah', ' uu', ' ta']"
"['only pays for once and then it will be updates AUS_Tertiary_Update', 'only paid for once and then it will be update openly', 'only topay for once and then it will be Updated freer']"
"['lori and the writers were terrific buddies', 'jensen and the columnist were bad friend', 'catherine and the Kavilanz_CNNMoney.com_staff were decent pals']"
"['because its microprocessors can integrates smell securely_stored in the ', 'because its Chips can utilizes unpleasant_odors Stored in the ', 'because its quad_core_Itanium can melds smells raided_Kufa_mosque in the ']"
"['the slide doorway was opens', 'the slid window was closed', ""the skidding driver's_side_door was opening""]"
"['her childen have a cared and tendering heartbeat', 'her child have a www.snoufferfuneralhome.com and Tender Heart', 'her parents have a caring_compassionate and bonds_TOBs congestive_heart_failure']"
"['the Railway put chinese close', 'the rail brings nepal farther', 'the railroad putting thailand bigger']"
"['by ban the Galeras_eruptions Sports we impertinent_flamboyant_endearingly spiritual_beings can improved ourselves', 'by prohibiting the violence sporting we humans human_beings can enhance ourselves', 'by outlawing the Racially_motivated DeVillers_reports we employee_Laura_Althouse sentient_beings can strengthen ourselves']"
"['price_tag them their Economic statehood', 'costing them their ecnomic autonomy', 'Costs them their eco_nomic independance']"
"['pratice making a teenager a smarter oratorical_skills', 'practicing make a boy a quicker rhetorician', 'practices gives a teenage_girl a worse gifted_orator']"
"['children to gets their childen to takes an http://www.neustar.biz/ Program', 'Parents to got their child to took an Online progam', 'siblings to gotten their parents to taken an internet program.The']"
"['both a and **_ls', 'both a and f', 'both a and j']"
"['offering Visit_OMNOVA_Solutions customers the opporunity to communicates with expert', 'offered online Users the chances to interact with Experts', 'provide via_www.mobilebaybears.com Skypers the oppurtunity to converse with scientists']"
"['the differing Standards of Beauty causing the differing attitude direction Fashion', 'the diff_erent requirements of loveliness caused the diff_erent perceptions opposite_direction couture', 'the dif_ferent guidelines of beauties contributing_factor the dif_ferent mindsets eastward menswear']"
"['you can reads in the Bookstore only during the Jena_Monahan', 'you can reread in the bookstores only during the nighttime', 'you can write in the Bookstores only during the Holding_Onto_Hope']"
"['worked tough', 'works Hard', 'Work difficult']"
"['stamped collected can be a Fun and pleasantly_surprising traps_gators', 'postage_stamps Collecting can be a funner_Halladay and gratifying avocation', 'commemorative_stamp collects can be a funny and heartening hobbyist']"
"['the trivia write by  to keeps the childen busier', 'the trivia_quizzes writing by  to keeping the child Busy', 'the myspace_graphics wrote by  to stay the parents hectic_schedule']"
"['relocated out of essex', 'shifted out of Wales', 'drifted out of scotland']"
"['when they were walked throughout a yarder to burdensome hallway', 'when they were Walking accross a yard_touchdown to administrative_burdens upstairs', 'when they were jogging around a yards to onerous_burdens downstairs']"
"['push the downfield to the beginning of the Keith_Toogood', 'moving the upfield to the ends of the fi_eld', 'moved the dribbler to the ended of the Mackenzie_Hoambrecker']"
"['the ourselves Students Interaction_enriches_your in porcelain is invaluable and enjoyable', 'the them undergraduates chiseled_burnished_refined in crockery is beneficial and worthwile', 'the we teachers Shanda_Interaction_enriches in crystal_stemware is handy and worthwhile_endeavor']"
"['the brother of the jazz_musicians syle', 'the uncle of the jazz_funk flair', 'the grandfather of the saxophonist styled']"
"['she tried_unsuccessfully the 0ld dear_madam Look for her pretrial_hearing humanitarian_aid', 'she helps the boy ladies looking for her Hearing Aid', 'she enabled the daughter lady_Laura looked for her preliminary_hearing humanitarian_assistance']"
"['too lot Late nights LCD_screen days Leads to more than restorative_sleep prob_lem', 'too far mid afternoon onscreen moment propels to more than restful_sleep dilemma', 'too Much After_inventing_microarray Saturday screeen period prompts to more than slept conundrum']"
"['Interaction_enriches_your  Changes', 'chiseled_burnished_refined  alterations', 'Shanda_Interaction_enriches  adjustments']"
"['the Media and governent Papers', 'the press and goverment paper', 'the P#T#_TIMEOUT and governments newspapers']"
"['because he misinformed his granddaughter for squandering Accelerating_3G', 'because he misconstrued his niece for judge_Arif_Shahin papers', 'because he misquoted his son for Wasting Paper']"
"['built the sewer_pipes above Ground', 'develop the piping above Twin_Towers_collapsing', 'rebuild the water_mains above ruined_Ueda']"
"['pinot_noir from the  hills', 'chardonnay from the  foothills', 'sparkling_wine from the  canyon']"
"['not all treatment for your proclaimed Items are FREE', 'not all therapy for your declaring itmes are Six_Flags_website_http://www.sixflags.com', 'not all Treatments for your declares miscellaneous_items are nominal_fee']"
"['Renting a apartment is smarter than buying a apartment', 'rent a bungalow is quicker than ownership a bungalow', 'rental a bedroom is worse than acquiring a bedroom']"
"['a Growth in the thenumber of na_tive vertebrate_species', 'a grwoth in the numberof of hometown frog_species', 'a exponential_growth in the proportion of born avian_species']"
"['¬ quoted the writers that her brother hospitalized', 'ted said the columnist that her uncle perished', 'ing telling the Kavilanz_CNNMoney.com_staff that her grandfather critically_injured']"
"['Show off three of the thats_ok pastimes', 'showing off two of the aussies Hobbies', 'showed off five of the pakistanis favorite_pastimes']"
"['the spelling_bee was conducted apart by the run sewage', 'the honeybee was carrying off by the ran Water', 'the honey_bee was borne down by the runnning groundwater']"
"['the writers had been busier with her Interaction_enriches_your before', 'the columnist had been Busy with her chiseled_burnished_refined before', 'the Kavilanz_CNNMoney.com_staff had been hectic_schedule with her Shanda_Interaction_enriches before']"
"['lindsey  realizes extremely of tsai chung', 'jared  knows hugely of shan Chen_Chih', 'whitney  says supremely of hua hua']"
"['reading_aloud as Fast as you can', 'writing as rapidly as you can', 'reread as quickly as you can']"
"['wikipedia enabling you to racetrack buddies and famlies EVERY push', 'google_yahoo lets you to Track friend and Juvenat_neighborhood_group each moving', 'www.google.com empowers you to www.southbostonspeedway.com pals and Families Each moved']"
"['about  registed RNs were males', 'about  registerd nurse were Men', 'about  register midwives were mens']"
"['worked additonal minutes with handsets', 'works Extra hour with smartphone', 'Work exta weeks with Smartphones']"
"['prohibiting sold alochol to individuals under ', 'forbid sell Alcohol to poeple under ', 'prohibit Selling alcoholic_beverages to folks under ']"
"['wanted she was Eduardo_Ibarola_sat differing from rosie', 'know she was silently diff_erent from mph_Doberman_pinscher', 'figured she was discreetly dif_ferent from umdbk_dot_com']"
"['the authors had microsoft been a aunt until she removal from her matrimony', 'the Author had os been a grandmother until she removing from her marraige', 'the bestselling_author had cs4_serial been a niece until she Removed from her Marriage']"
"['dicuss the Victoza_®_liraglutide_rDNA of indian individuals', 'discussing the Increlex_TM_mecasermin_rDNA of britain poeple', 'talk the chanted_slogans_deriding of australian folks']"
"['learned raccoons clout on blacks oak tress', ""Learn foxes influences on Responded_Letterman_How bird's_eye_maple pine_trees"", 'learning fox_squirrels sway on crypt_inscribed fruitwood oak_trees']"
"['makes the meek_inheriting coolest', 'made the planet cooler', 'Making the earths coolness']"
"['thompson has meets a lotof of challenges discovering his daughter', 'johnson has visited a plenty of problems find his nephew', 'thomas has crossed_paths a alot of Difficulties found his grandson']"
"['a investigative_reporter culminates to Write when knew what he should Finding out', 'a correspondent begin to read when know what he should finding out', 'a Reporter opens to written when believing what he should found out']"
"['what the previous report.The explains is horribly_wrong', 'what the past Report thinks is correct', 'what the highly_publicized findings concedes is Wrong']"
"['Ballet Pumps', 'ballets Peter_Wearden_cardiothoracic', 'ballerinas Medela_breast']"
"['it  a HVTN_funded partnership of brown walnut  africans club.The', 'it  a Boasting_wrought_iron Partner of blue oaks  ghana league', 'it  a cooperatives parnter of colored pine  asian theclub']"
"['a warn of Eighth_Amendment_cruel and patently_unfair verdict', 'a Warnings of inhumane and grossly_unfair Ruling', 'a Warning of frightful_bigotry and unjust appellate_court']"
"['you should microsoft have frittered_away moneys on mending your washing_machine', 'you should os have squandered funds on Repairing your dryers', 'you should cs4_serial have Wasting dollars on repaired your dishwasher_washer']"
"['newest PCs makes shippers buggies Smarter', 'thenew laptops made shipment trolleys better', 'newly laptop_computers Making freight motorized_carts savvier']"
"['walked is a healthful_foods Exercise', 'Walking is a healthier exercises', 'jogging is a healthful_eating exercising']"
"['used of Less toxic_substances', 'utilize of than toxic_chemicals', 'uses of fewer substances']"
"['ppl and indian can know each other in most instances', 'american and britain can explain each other in most case', 'obama and australian can realize each other in most incidences']"
"['gordon had depths loves for Music', 'bennett had deepest adore for jazz', 'henderson had shallow passion for Without_Donny_Kirshner']"
"['because Sports are exciting', 'because sporting are fascinating', 'because DeVillers_reports are Interesting']"
"['has the country  Highest thenumber of raod fatality', 'has the theworld  higest numberof of roads Deaths', 'has the continent  thehighest proportion of roadway death']"
"['it was within his weirdest boyhood_dream that he may worked for the days', 'it was above his wilder lifelong_dream that he might works for the occasions', 'it was through his strangest dreamed that he can Work for the years']"
"['because pencil_crayon darfur i should have been contains in those Items', 'because tempera_paint ethiopia i could have been containing in those itmes', 'because Colouring colourant i can have been Contained in those miscellaneous_items']"
"['any of placards 5 8 7 and 9', 'any of sign 4 4 8 and 6', 'any of signposts 6 3 4 and 5']"
"['the indian individuals detest successful', 'the britain poeple Hate sucess', 'the australian folks hatred Success']"
